net,length_um
_05481_,8.96
_05750_,8.96
_06420_,8.96
_07445_,8.96
_07697_,8.96
_07957_,8.96
_08512_,8.96
_09054_,8.96
_09290_,8.96
_09342_,8.96
_09903_,8.96
_10111_,8.96
_19085_,8.96
_19120_,8.96
_19243_,8.96
_21901_,8.96
_23122_,8.96
_23245_,8.96
_23535_,8.96
net97,8.96
_09011_,8.95
_00589_,8.94
_02552_,8.94
_02878_,8.94
_04037_,8.94
_04391_,8.94
_04894_,8.94
_06301_,8.94
_08356_,8.94
_08424_,8.94
_08463_,8.94
_10115_,8.94
_10726_,8.94
_12740_,8.94
_14653_,8.94
_19132_,8.94
_22601_,8.94
_23295_,8.94
_24408_,8.94
_24672_,8.94
_25111_,8.94
net17,8.94
net20,8.94
net54,8.94
net267,8.94
_09596_,8.935
_22178_,8.93
_01060_,8.92
_01210_,8.92
_01473_,8.92
_02624_,8.92
_04666_,8.92
_05164_,8.92
_08084_,8.92
_08983_,8.92
_09730_,8.92
_10062_,8.92
_12557_,8.92
_12778_,8.92
_12786_,8.92
_13186_,8.92
_13538_,8.92
_14200_,8.92
_15076_,8.92
_16852_,8.92
_18102_,8.92
_21227_,8.92
_21790_,8.92
_22978_,8.92
_23120_,8.92
_16209_,8.915
_00602_,8.9
_02013_,8.9
_02246_,8.9
_02276_,8.9
_02806_,8.9
_02888_,8.9
_03041_,8.9
_03301_,8.9
_03366_,8.9
_04263_,8.9
_04992_,8.9
_05110_,8.9
_05976_,8.9
_06362_,8.9
_07964_,8.9
_08526_,8.9
_08766_,8.9
_08951_,8.9
_09095_,8.9
_09964_,8.9
_10388_,8.9
_10684_,8.9
_11259_,8.9
_11293_,8.9
_11369_,8.9
_11779_,8.9
_11925_,8.9
_12475_,8.9
_12517_,8.9
_12551_,8.9
_13474_,8.9
_14352_,8.9
_16775_,8.9
_17291_,8.9
_18197_,8.9
_18417_,8.9
_19597_,8.9
_19627_,8.9
_20409_,8.9
_21100_,8.9
_21420_,8.9
_21764_,8.9
_23306_,8.9
_24167_,8.9
_24664_,8.9
_16244_,8.89
_22192_,8.89
_07395_,8.88
_07608_,8.88
_08497_,8.88
_16120_,8.88
_16182_,8.88
_16191_,8.88
_16732_,8.88
_16986_,8.88
_18155_,8.88
_18863_,8.88
_19829_,8.88
_20263_,8.88
_20531_,8.875
_11076_,8.87
_20385_,8.87
_02449_,8.86
_03098_,8.86
_06947_,8.86
_08661_,8.86
_09375_,8.86
_09814_,8.86
_11897_,8.86
_12672_,8.86
_13790_,8.86
_16251_,8.86
_16624_,8.86
_16652_,8.86
_18582_,8.86
_18954_,8.86
_20476_,8.86
_20685_,8.86
_21545_,8.86
_21708_,8.86
_22326_,8.86
_22507_,8.86
_22930_,8.86
_23809_,8.86
_02607_,8.84
_05163_,8.84
_05990_,8.84
_07557_,8.84
_15307_,8.84
_19123_,8.84
_25326_,8.835
_01371_,8.83
_06455_,8.83
_15410_,8.83
_17348_,8.83
_00064_,8.82
_00218_,8.82
_00743_,8.82
_01342_,8.82
_02153_,8.82
_03987_,8.82
_04718_,8.82
_05655_,8.82
_06402_,8.82
_06915_,8.82
_07708_,8.82
_12522_,8.82
_12982_,8.82
_13705_,8.82
_14378_,8.82
_17958_,8.82
_18662_,8.82
_19207_,8.82
_19298_,8.82
_19557_,8.82
_19665_,8.82
_20352_,8.82
_20634_,8.82
_24788_,8.82
net30,8.82
net164,8.82
_00545_,8.8
_01062_,8.8
_05926_,8.8
_11124_,8.8
_12354_,8.8
_16511_,8.8
_18577_,8.8
_22435_,8.8
_23015_,8.8
_23667_,8.8
_23952_,8.8
_24568_,8.8
net235,8.8
_00733_,8.78
_01937_,8.78
_02536_,8.78
_07769_,8.78
_08058_,8.78
_08500_,8.78
_08981_,8.78
_09724_,8.78
_10651_,8.78
_11379_,8.78
_11862_,8.78
_12386_,8.78
_12689_,8.78
_12769_,8.78
_13625_,8.78
_15092_,8.78
_15791_,8.78
_16482_,8.78
_18548_,8.78
_19535_,8.78
_20436_,8.78
_21064_,8.78
_23229_,8.78
_24855_,8.78
_24868_,8.78
_24934_,8.78
net255,8.78
_05951_,8.77
_13606_,8.77
_24937_,8.77
_24618_,8.765
_01411_,8.76
_04185_,8.76
_04468_,8.76
_06825_,8.76
_07441_,8.76
_11224_,8.76
_14570_,8.76
_24517_,8.76
_19648_,8.75
_02118_,8.74
_02921_,8.74
_05959_,8.74
_22681_,8.74
_25399_,8.74
delay_line\[40\]\[0\],8.74
_00820_,8.73
_08223_,8.72
_10801_,8.72
_13850_,8.715
_19670_,8.71
_00829_,8.7
_02566_,8.7
_02811_,8.7
_03119_,8.7
_04149_,8.7
_04599_,8.7
_06105_,8.7
_06176_,8.7
_06791_,8.7
_07021_,8.7
_07287_,8.7
_08691_,8.7
_10216_,8.7
_10704_,8.7
_10856_,8.7
_10990_,8.7
_12369_,8.7
_13231_,8.7
_13411_,8.7
_15698_,8.7
_16118_,8.7
_17413_,8.7
_17975_,8.7
_19544_,8.7
_19682_,8.7
_20405_,8.7
_20432_,8.7
_20903_,8.7
_21830_,8.7
_22389_,8.7
_24785_,8.7
_24845_,8.7
net580,8.7
_14752_,8.695
_01996_,8.68
_03591_,8.68
_03867_,8.68
_04011_,8.68
_06171_,8.68
_06781_,8.68
_07208_,8.68
_07282_,8.68
_13770_,8.68
_13797_,8.68
_17149_,8.68
_17583_,8.68
_00842_,8.66
_01289_,8.66
_02307_,8.66
_03363_,8.66
_03708_,8.66
_05265_,8.66
_06130_,8.66
_07106_,8.66
_08883_,8.66
_09707_,8.66
_10295_,8.66
_14855_,8.66
_15809_,8.66
_16364_,8.66
_18418_,8.66
_19863_,8.66
_20904_,8.66
_21542_,8.66
_22687_,8.66
_24030_,8.66
_24310_,8.66
_24650_,8.66
net183,8.66
net188,8.66
net1150,8.645
_01235_,8.64
_05594_,8.64
_11098_,8.64
_12190_,8.64
_04637_,8.635
_00140_,8.62
_00899_,8.62
_04374_,8.62
_05148_,8.62
_05785_,8.62
_06305_,8.62
_07916_,8.62
_08752_,8.62
_10191_,8.62
_13400_,8.62
_14011_,8.62
_15548_,8.62
_17249_,8.62
_18262_,8.62
_19929_,8.62
_20546_,8.62
_23184_,8.62
_25244_,8.62
net253,8.62
_14703_,8.61
data_in[2],8.61
data_in[6],8.61
_02783_,8.6
_02788_,8.6
_02858_,8.6
_03095_,8.6
_03840_,8.6
_04939_,8.6
_07904_,8.6
_08448_,8.6
_09062_,8.6
_10026_,8.6
_11483_,8.6
_11523_,8.6
_11599_,8.6
_11684_,8.6
_11816_,8.6
_13312_,8.6
_14909_,8.6
_15354_,8.6
_16398_,8.6
_18048_,8.6
_20387_,8.6
_21323_,8.6
_22246_,8.6
_23474_,8.6
_24201_,8.6
net275,8.6
_01152_,8.59
_01150_,8.58
_01272_,8.58
_02205_,8.58
_02364_,8.58
_02642_,8.58
_02849_,8.58
_02971_,8.58
_03423_,8.58
_04415_,8.58
_04498_,8.58
_04536_,8.58
_07304_,8.58
_07552_,8.58
_07680_,8.58
_08075_,8.58
_08316_,8.58
_08830_,8.58
_14217_,8.58
_15139_,8.58
_16724_,8.58
_17772_,8.58
_18436_,8.58
_18973_,8.58
_19097_,8.58
_19184_,8.58
_19779_,8.58
_20154_,8.58
_23914_,8.58
_24044_,8.58
_24687_,8.58
net951,8.565
_00638_,8.56
_01414_,8.56
_01472_,8.56
_03051_,8.56
_03477_,8.56
_03796_,8.56
_04825_,8.56
_06160_,8.56
_07054_,8.56
_07648_,8.56
_09914_,8.56
_10246_,8.56
_10766_,8.56
_12019_,8.56
_12241_,8.56
_12319_,8.56
_12526_,8.56
_13201_,8.56
_13472_,8.56
_13534_,8.56
_13859_,8.56
_14821_,8.56
_16654_,8.56
_17443_,8.56
_19093_,8.56
_19310_,8.56
_20162_,8.56
_20336_,8.56
_20447_,8.56
_21007_,8.56
_21206_,8.56
_23796_,8.56
_25011_,8.56
delay_line\[40\]\[6\],8.56
net602,8.56
net614,8.56
_02792_,8.54
_06208_,8.54
_12995_,8.54
_14710_,8.54
_16082_,8.54
_16329_,8.54
_16457_,8.54
_19454_,8.54
_24871_,8.54
_25151_,8.54
delay_line\[40\]\[9\],8.54
net862,8.525
_05258_,8.52
_06092_,8.52
_06267_,8.52
_08090_,8.52
_09435_,8.52
_11418_,8.52
_11729_,8.52
_13055_,8.52
_16087_,8.52
_17993_,8.52
_18427_,8.52
_21404_,8.52
net658,8.52
_02268_,8.5
_02601_,8.5
_04540_,8.5
_05812_,8.5
_05853_,8.5
_09089_,8.5
_11000_,8.5
_11081_,8.5
_11956_,8.5
_13119_,8.5
_15671_,8.5
_16880_,8.5
_18678_,8.5
_21819_,8.5
_22551_,8.5
_00334_,8.48
_00628_,8.48
_01256_,8.48
_01816_,8.48
_02325_,8.48
_02451_,8.48
_02730_,8.48
_03466_,8.48
_03486_,8.48
_03905_,8.48
_07626_,8.48
_09117_,8.48
_09286_,8.48
_09706_,8.48
_12966_,8.48
_13824_,8.48
_14668_,8.48
_16304_,8.48
_16784_,8.48
_19205_,8.48
_19631_,8.48
_19894_,8.48
_23804_,8.48
_24490_,8.48
_24526_,8.48
_24606_,8.48
_24753_,8.48
delay_line\[37\]\[15\],8.48
_00332_,8.46
_00926_,8.46
_06217_,8.46
_06976_,8.46
_07706_,8.46
_10360_,8.46
_10993_,8.46
_11149_,8.46
_11302_,8.46
_11478_,8.46
_12792_,8.46
_14340_,8.46
_19683_,8.46
_19938_,8.46
_21315_,8.46
_23772_,8.46
_24414_,8.46
_25222_,8.46
_11555_,8.445
_00608_,8.44
_01934_,8.44
_02743_,8.44
_03136_,8.44
_03919_,8.44
_04620_,8.44
_04622_,8.44
_04972_,8.44
_05748_,8.44
_06407_,8.44
_06684_,8.44
_07066_,8.44
_07266_,8.44
_08060_,8.44
_08256_,8.44
_08851_,8.44
_09415_,8.44
_09604_,8.44
_10553_,8.44
_12205_,8.44
_13447_,8.44
_15097_,8.44
_16550_,8.44
_16642_,8.44
_17380_,8.44
_19978_,8.44
_20171_,8.44
_21082_,8.44
_21802_,8.44
_22355_,8.44
_22613_,8.44
_23378_,8.44
_23386_,8.44
_23746_,8.44
_24569_,8.44
net276,8.44
_02665_,8.425
_00950_,8.42
_01103_,8.42
_01528_,8.42
_05901_,8.42
_12593_,8.42
_17607_,8.42
_18064_,8.42
_20260_,8.42
_23361_,8.42
_24407_,8.42
_11762_,8.41
_23285_,8.41
_00576_,8.4
_01148_,8.4
_01725_,8.4
_02328_,8.4
_02794_,8.4
_03251_,8.4
_03628_,8.4
_05109_,8.4
_06890_,8.4
_07897_,8.4
_09621_,8.4
_11228_,8.4
_11631_,8.4
_11687_,8.4
_12846_,8.4
_14704_,8.4
_17490_,8.4
_19005_,8.4
_19559_,8.4
_21304_,8.4
_21524_,8.4
_24991_,8.4
_05968_,8.39
_07984_,8.39
_16736_,8.39
_03006_,8.38
_08513_,8.38
_09572_,8.38
_19669_,8.38
_21711_,8.38
_24964_,8.38
_25350_,8.38
_22444_,8.375
_05841_,8.37
_08604_,8.365
_00277_,8.36
_00851_,8.36
_00936_,8.36
_02147_,8.36
_02723_,8.36
_03076_,8.36
_03611_,8.36
_03834_,8.36
_05401_,8.36
_06424_,8.36
_07788_,8.36
_07943_,8.36
_08269_,8.36
_08651_,8.36
_09647_,8.36
_11340_,8.36
_11402_,8.36
_11519_,8.36
_11587_,8.36
_13157_,8.36
_13461_,8.36
_14534_,8.36
_15144_,8.36
_15986_,8.36
_16139_,8.36
_17585_,8.36
_17681_,8.36
_18857_,8.36
_18980_,8.36
_19566_,8.36
_20849_,8.36
_21630_,8.36
_21663_,8.36
_23136_,8.36
_23382_,8.36
_23597_,8.36
net575,8.36
_17864_,8.35
_00217_,8.34
_00833_,8.34
_01354_,8.34
_01488_,8.34
_02080_,8.34
_02450_,8.34
_04918_,8.34
_05273_,8.34
_06035_,8.34
_08006_,8.34
_08435_,8.34
_16600_,8.34
_18654_,8.34
_19098_,8.34
_19149_,8.34
_23373_,8.34
_23927_,8.34
_24546_,8.34
_02344_,8.335
_05312_,8.335
_18822_,8.335
_22733_,8.335
_17424_,8.33
_00150_,8.32
_00348_,8.32
_00709_,8.32
_04343_,8.32
_05903_,8.32
_07713_,8.32
_08997_,8.32
_10084_,8.32
_10861_,8.32
_11154_,8.32
_11230_,8.32
_12048_,8.32
_12989_,8.32
_13432_,8.32
_14725_,8.32
_14939_,8.32
_15100_,8.32
_15522_,8.32
_15638_,8.32
_16090_,8.32
_17559_,8.32
_17672_,8.32
_22573_,8.32
_22649_,8.32
_23164_,8.32
_23471_,8.32
_23744_,8.32
_24386_,8.32
_24597_,8.32
_24747_,8.32
_24793_,8.32
_25414_,8.32
net154,8.32
net824,8.305
_01283_,8.3
_12679_,8.3
_13327_,8.3
_14529_,8.3
_15218_,8.3
_15465_,8.3
_17454_,8.3
_20176_,8.3
_04161_,8.29
_04483_,8.28
_08871_,8.28
_16039_,8.28
_17503_,8.28
_20933_,8.28
_00980_,8.27
_00003_,8.265
_00267_,8.26
_02682_,8.26
_04548_,8.26
_09747_,8.26
_11313_,8.26
_15777_,8.26
_18289_,8.26
_20188_,8.26
_21925_,8.26
_02194_,8.255
_00431_,8.24
_01182_,8.24
_01778_,8.24
_02031_,8.24
_02181_,8.24
_04014_,8.24
_04128_,8.24
_04598_,8.24
_05204_,8.24
_06923_,8.24
_08756_,8.24
_08805_,8.24
_08837_,8.24
_10267_,8.24
_12027_,8.24
_12970_,8.24
_13106_,8.24
_13355_,8.24
_15749_,8.24
_16407_,8.24
_17809_,8.24
_19270_,8.24
_20445_,8.24
_21199_,8.24
_24488_,8.24
_24869_,8.24
_05263_,8.235
_18528_,8.235
_18556_,8.23
_00325_,8.22
_01398_,8.22
_01852_,8.22
_03674_,8.22
_09412_,8.22
_09661_,8.22
_12132_,8.22
_14455_,8.22
_14523_,8.22
_15506_,8.22
_15581_,8.22
_19547_,8.22
_20444_,8.22
_20962_,8.22
_21941_,8.22
_23428_,8.22
_00865_,8.215
_01823_,8.205
_01936_,8.2
_02151_,8.2
_03027_,8.2
_04439_,8.2
_05440_,8.2
_07232_,8.2
_07949_,8.2
_08288_,8.2
_14526_,8.2
_14949_,8.2
_15661_,8.2
_17130_,8.2
_17320_,8.2
_19635_,8.2
_20767_,8.2
_21132_,8.2
_22226_,8.2
_22599_,8.2
net131,8.2
net556,8.2
_14130_,8.195
_05113_,8.18
_10329_,8.18
_10480_,8.18
_10983_,8.18
_00237_,8.16
_04135_,8.16
_08387_,8.16
_15840_,8.16
_16292_,8.16
_16759_,8.16
_20677_,8.16
_21447_,8.16
_22061_,8.16
net538,8.16
_08920_,8.155
net918,8.155
net1083,8.145
_00735_,8.14
_00736_,8.14
_01044_,8.14
_02537_,8.14
_03057_,8.14
_04271_,8.14
_04455_,8.14
_05012_,8.14
_05438_,8.14
_06731_,8.14
_06762_,8.14
_06829_,8.14
_08706_,8.14
_08905_,8.14
_10194_,8.14
_14295_,8.14
_17078_,8.14
_17766_,8.14
_17801_,8.14
_17830_,8.14
_18953_,8.14
_19713_,8.14
_23287_,8.14
_23435_,8.14
_23467_,8.14
_05857_,8.13
_23195_,8.13
_01153_,8.12
_01535_,8.12
_04123_,8.12
_06144_,8.12
_06248_,8.12
_09213_,8.12
_09697_,8.12
_11497_,8.12
_13640_,8.12
_13795_,8.12
_13891_,8.12
_15362_,8.12
_18604_,8.12
_18751_,8.12
_21016_,8.12
_21186_,8.12
_22159_,8.12
_23005_,8.12
_23289_,8.12
_23302_,8.12
_23793_,8.12
_24403_,8.12
_09821_,8.115
_20536_,8.115
_00219_,8.11
_13639_,8.11
_00777_,8.1
_00912_,8.1
_01285_,8.1
_01927_,8.1
_02129_,8.1
_02388_,8.1
_03246_,8.1
_03716_,8.1
_05333_,8.1
_06435_,8.1
_07977_,8.1
_08070_,8.1
_09809_,8.1
_09869_,8.1
_10556_,8.1
_12615_,8.1
_13154_,8.1
_15157_,8.1
_15176_,8.1
_15353_,8.1
_16534_,8.1
_16969_,8.1
_17255_,8.1
_17746_,8.1
_18014_,8.1
_18889_,8.1
_19059_,8.1
_19736_,8.1
_20078_,8.1
_20687_,8.1
_20867_,8.1
_21512_,8.1
_21529_,8.1
_22077_,8.1
_22418_,8.1
_23916_,8.1
_25078_,8.1
_25322_,8.1
net278,8.1
_06845_,8.09
_25120_,8.085
_01513_,8.08
_02497_,8.08
_03132_,8.08
_05876_,8.08
_06881_,8.08
_12924_,8.08
_18568_,8.08
_25344_,8.08
_25345_,8.08
net905,8.065
_01656_,8.06
_02547_,8.06
_08765_,8.06
_08818_,8.06
_10310_,8.06
_11374_,8.06
_13371_,8.06
_13431_,8.06
_14251_,8.06
_15244_,8.06
_16352_,8.06
_17751_,8.06
_01073_,8.04
_02829_,8.04
_03079_,8.04
_03660_,8.04
_03832_,8.04
_04178_,8.04
_05790_,8.04
_08354_,8.04
_10109_,8.04
_13046_,8.04
_14766_,8.04
_14856_,8.04
_15342_,8.04
_16164_,8.04
_19925_,8.04
_21373_,8.04
_21788_,8.04
_22917_,8.04
_23936_,8.04
_06724_,8.035
_04389_,8.03
_09422_,8.03
net916,8.025
_00335_,8.02
_00636_,8.02
_01845_,8.02
_02044_,8.02
_03122_,8.02
_03850_,8.02
_04328_,8.02
_05205_,8.02
_05288_,8.02
_06321_,8.02
_07678_,8.02
_07843_,8.02
_07982_,8.02
_08038_,8.02
_09658_,8.02
_09812_,8.02
_09980_,8.02
_10035_,8.02
_11304_,8.02
_12501_,8.02
_13039_,8.02
_14160_,8.02
_14194_,8.02
_14517_,8.02
_15148_,8.02
_15734_,8.02
_15862_,8.02
_16353_,8.02
_16435_,8.02
_16562_,8.02
_16820_,8.02
_17099_,8.02
_17240_,8.02
_19200_,8.02
_19272_,8.02
_19619_,8.02
_19754_,8.02
_20762_,8.02
_21391_,8.02
_22477_,8.02
_22851_,8.02
_23092_,8.02
_23548_,8.02
_23733_,8.02
_24630_,8.02
_24774_,8.02
_24854_,8.02
_25351_,8.02
net503,8.02
_00530_,8
_00604_,8
_01729_,8
_03730_,8
_04547_,8
_04961_,8
_06726_,8
_07078_,8
_07120_,8
_07513_,8
_08541_,8
_09164_,8
_10255_,8
_11279_,8
_11739_,8
_11757_,8
_13794_,8
_13955_,8
_14377_,8
_15538_,8
_16062_,8
_16685_,8
_19418_,8
_20695_,8
_21411_,8
_24466_,8
_24828_,8
_21893_,7.985
_00451_,7.98
_01930_,7.98
_02253_,7.98
_02600_,7.98
_02622_,7.98
_02623_,7.98
_02722_,7.98
_02785_,7.98
_03432_,7.98
_03848_,7.98
_04488_,7.98
_05545_,7.98
_06170_,7.98
_06193_,7.98
_06247_,7.98
_06710_,7.98
_06804_,7.98
_06866_,7.98
_07562_,7.98
_07663_,7.98
_07726_,7.98
_09265_,7.98
_12575_,7.98
_13420_,7.98
_14541_,7.98
_14577_,7.98
_14604_,7.98
_14794_,7.98
_14808_,7.98
_14894_,7.98
_14940_,7.98
_15237_,7.98
_15275_,7.98
_16325_,7.98
_17595_,7.98
_17720_,7.98
_17817_,7.98
_18093_,7.98
_18935_,7.98
_18999_,7.98
_19878_,7.98
_19896_,7.98
_20735_,7.98
_21345_,7.98
_21973_,7.98
_23545_,7.98
_23659_,7.98
_23866_,7.98
_25189_,7.98
_25211_,7.98
_02417_,7.96
_02984_,7.96
_10206_,7.96
_17637_,7.96
_22555_,7.96
_23944_,7.96
_18590_,7.95
_15126_,7.945
_02986_,7.94
_03745_,7.94
_06068_,7.94
_10432_,7.94
_11946_,7.94
_12427_,7.94
_12809_,7.94
_14219_,7.94
_15358_,7.94
_18043_,7.94
_19198_,7.94
_20652_,7.94
_21427_,7.94
_21632_,7.94
_23085_,7.94
_24721_,7.94
_00507_,7.92
_01613_,7.92
_03884_,7.92
_04459_,7.92
_08991_,7.92
_13291_,7.92
_14163_,7.92
_14433_,7.92
_14871_,7.92
_15693_,7.92
_16812_,7.92
_20651_,7.92
_23354_,7.92
_25427_,7.92
_05439_,7.915
_00097_,7.9
_00582_,7.9
_00874_,7.9
_01807_,7.9
_01868_,7.9
_02114_,7.9
_02706_,7.9
_03020_,7.9
_03974_,7.9
_04410_,7.9
_04590_,7.9
_04794_,7.9
_05885_,7.9
_06634_,7.9
_08217_,7.9
_08750_,7.9
_10040_,7.9
_10389_,7.9
_10463_,7.9
_10547_,7.9
_11044_,7.9
_11602_,7.9
_12671_,7.9
_14101_,7.9
_14131_,7.9
_14564_,7.9
_15763_,7.9
_17697_,7.9
_18712_,7.9
_19623_,7.9
_21207_,7.9
_23516_,7.9
_24577_,7.9
_24795_,7.9
_01252_,7.88
_03410_,7.88
_06034_,7.88
_08984_,7.88
_15952_,7.88
_19661_,7.88
_19711_,7.88
_20998_,7.88
_25021_,7.88
_25379_,7.88
_07501_,7.87
_13949_,7.87
_02051_,7.86
_02802_,7.86
_03026_,7.86
_03548_,7.86
_03681_,7.86
_04698_,7.86
_05241_,7.86
_05949_,7.86
_06124_,7.86
_07654_,7.86
_12392_,7.86
_14429_,7.86
_16379_,7.86
_17557_,7.86
_20676_,7.86
_20679_,7.86
_22404_,7.86
_22663_,7.86
_25158_,7.86
delay_line\[21\]\[10\],7.86
_14637_,7.845
net1023,7.845
net1110,7.845
_19374_,7.84
_00698_,7.82
_01461_,7.82
_20088_,7.82
_23519_,7.82
_20398_,7.81
_00033_,7.805
_02321_,7.8
_08219_,7.8
_14266_,7.8
_15726_,7.8
_21991_,7.8
_22668_,7.8
_25166_,7.8
_25319_,7.8
_25377_,7.8
net22,7.8
net24,7.8
net29,7.8
_04194_,7.79
_00052_,7.78
_01059_,7.78
_02247_,7.78
_03738_,7.78
_04936_,7.78
_05022_,7.78
_07361_,7.78
_07951_,7.78
_07985_,7.78
_08518_,7.78
_08626_,7.78
_09131_,7.78
_09773_,7.78
_10579_,7.78
_10782_,7.78
_12968_,7.78
_16737_,7.78
_17141_,7.78
_17143_,7.78
_17175_,7.78
_17714_,7.78
_17808_,7.78
_18815_,7.78
_19943_,7.78
_21341_,7.78
_22806_,7.78
_00921_,7.76
_04577_,7.76
_08317_,7.76
_12331_,7.76
_14220_,7.76
_17522_,7.76
_17882_,7.76
_20000_,7.76
_20922_,7.76
_21778_,7.76
_21953_,7.76
net616,7.76
_04732_,7.74
_06476_,7.74
_08379_,7.74
_11913_,7.74
_14016_,7.74
_16287_,7.74
_16727_,7.74
_17057_,7.74
_17432_,7.74
_20844_,7.74
_24111_,7.74
_04806_,7.73
_24943_,7.73
_08935_,7.71
_14318_,7.71
_02619_,7.7
_04081_,7.7
_04576_,7.7
_05837_,7.7
_08425_,7.7
_10189_,7.7
_11128_,7.7
_12126_,7.7
_16850_,7.7
_24199_,7.7
_24485_,7.7
delay_line\[12\]\[14\],7.7
data_in[0],7.69
data_in[10],7.69
data_in[12],7.69
_22252_,7.685
_00646_,7.68
_00784_,7.68
_00981_,7.68
_03664_,7.68
_03765_,7.68
_04077_,7.68
_04134_,7.68
_04176_,7.68
_04870_,7.68
_05995_,7.68
_06164_,7.68
_06533_,7.68
_06549_,7.68
_09037_,7.68
_14610_,7.68
_15115_,7.68
_16442_,7.68
_20961_,7.68
_21449_,7.68
_22500_,7.68
_24388_,7.68
_24486_,7.68
_25170_,7.68
net570,7.67
_00949_,7.66
_01197_,7.66
_01557_,7.66
_02178_,7.66
_02193_,7.66
_02474_,7.66
_02861_,7.66
_03120_,7.66
_04012_,7.66
_04291_,7.66
_05264_,7.66
_06750_,7.66
_06775_,7.66
_07072_,7.66
_08454_,7.66
_09299_,7.66
_09804_,7.66
_09902_,7.66
_10063_,7.66
_10551_,7.66
_11655_,7.66
_11971_,7.66
_13413_,7.66
_14057_,7.66
_14136_,7.66
_14338_,7.66
_14575_,7.66
_18428_,7.66
_18695_,7.66
_18876_,7.66
_20031_,7.66
_20908_,7.66
_21807_,7.66
_21959_,7.66
_22164_,7.66
_22615_,7.66
_23001_,7.66
_23918_,7.66
delay_line\[9\]\[5\],7.66
_06106_,7.655
_06408_,7.65
_23089_,7.65
_00573_,7.64
_00807_,7.64
_00862_,7.64
_01966_,7.64
_02259_,7.64
_03351_,7.64
_04053_,7.64
_04675_,7.64
_04755_,7.64
_05174_,7.64
_05549_,7.64
_06002_,7.64
_07780_,7.64
_07898_,7.64
_08182_,7.64
_08859_,7.64
_09729_,7.64
_10122_,7.64
_10512_,7.64
_11239_,7.64
_12194_,7.64
_12566_,7.64
_13088_,7.64
_13537_,7.64
_14054_,7.64
_14445_,7.64
_14746_,7.64
_14898_,7.64
_15093_,7.64
_15631_,7.64
_16296_,7.64
_17447_,7.64
_18500_,7.64
_20363_,7.64
_20803_,7.64
_20923_,7.64
_21402_,7.64
_23220_,7.64
_25072_,7.64
net191,7.64
_01706_,7.62
_02673_,7.62
_03097_,7.62
_06969_,7.62
_07344_,7.62
_07639_,7.62
_07815_,7.62
_11714_,7.62
_14558_,7.62
_14807_,7.62
_17118_,7.62
net1102,7.605
_01374_,7.6
_04249_,7.6
_05942_,7.6
_06937_,7.6
_09068_,7.6
_09318_,7.6
_11022_,7.6
_18958_,7.6
_25103_,7.6
_25187_,7.6
_01343_,7.58
_02763_,7.58
_03372_,7.58
_05008_,7.58
_07236_,7.58
_08107_,7.58
_08662_,7.58
_09041_,7.58
_11424_,7.58
_12338_,7.58
_12476_,7.58
_13116_,7.58
_13212_,7.58
_13580_,7.58
_13637_,7.58
_15967_,7.58
_17317_,7.58
_17652_,7.58
_17860_,7.58
_19308_,7.58
_19668_,7.58
_19914_,7.58
_19916_,7.58
_19958_,7.58
_21321_,7.58
_17745_,7.57
net660,7.565
net746,7.565
_00167_,7.56
_01543_,7.56
_01992_,7.56
_02564_,7.56
_02939_,7.56
_03045_,7.56
_03374_,7.56
_04475_,7.56
_04482_,7.56
_04563_,7.56
_05289_,7.56
_05548_,7.56
_05682_,7.56
_05742_,7.56
_06418_,7.56
_06885_,7.56
_07016_,7.56
_07277_,7.56
_09140_,7.56
_09173_,7.56
_09230_,7.56
_09510_,7.56
_09563_,7.56
_10721_,7.56
_10781_,7.56
_12986_,7.56
_13569_,7.56
_14657_,7.56
_14952_,7.56
_15656_,7.56
_15974_,7.56
_17743_,7.56
_18022_,7.56
_19756_,7.56
_20411_,7.56
_20516_,7.56
_20644_,7.56
_22071_,7.56
_23071_,7.56
_23579_,7.56
_24159_,7.56
_24450_,7.56
_24990_,7.56
net228,7.56
_00372_,7.54
_00955_,7.54
_02262_,7.54
_03722_,7.54
_04976_,7.54
_06107_,7.54
_07790_,7.54
_08389_,7.54
_09225_,7.54
_11932_,7.54
_12784_,7.54
_15873_,7.54
_16106_,7.54
_18087_,7.54
_19565_,7.54
_21444_,7.54
_23174_,7.54
_23808_,7.54
_24358_,7.54
_24647_,7.54
_10309_,7.535
_14121_,7.525
_00072_,7.52
_00369_,7.52
_01329_,7.52
_03554_,7.52
_04009_,7.52
_04497_,7.52
_05063_,7.52
_06015_,7.52
_06018_,7.52
_06668_,7.52
_06683_,7.52
_07250_,7.52
_07504_,7.52
_07776_,7.52
_08591_,7.52
_10425_,7.52
_11746_,7.52
_12220_,7.52
_15554_,7.52
_16034_,7.52
_16478_,7.52
_16935_,7.52
_17396_,7.52
_17727_,7.52
_17894_,7.52
_18293_,7.52
_18837_,7.52
_19726_,7.52
_20480_,7.52
_20705_,7.52
_21033_,7.52
_21688_,7.52
_21864_,7.52
_23328_,7.52
_23653_,7.52
_24978_,7.52
_25231_,7.52
_25306_,7.52
net233,7.52
net268,7.52
net680,7.52
_08287_,7.5
_13459_,7.5
_09990_,7.495
_00085_,7.48
_04790_,7.48
_04879_,7.48
_06223_,7.48
_08355_,7.48
_11842_,7.48
_12384_,7.48
_14614_,7.48
_15520_,7.48
